hl_id,hl_headline,hl_party_nor,hl_valance,hl_opinion,hl_direction,hl_valance_direction,hl_direction_wording,hl_party
619,Krf-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Krf,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,krf
620,Høyre-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Høyre,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,h
621,Frp-profil blir hedret etter twittermelding – vil åpne for oljeboring i Nord,Frp,positive,not_allow_love,disagree,blir hedret etter twittermelding –,åpne for,frp
622,Rødt-profil på twitter: vil stenge for oljeboring i Nord,Rødt,neutral,not_allow_love,agree,på twitter:,stenge for,rodt
623,Sv-profil på twitter: vil stenge for oljeboring i Nord,Sv,neutral,not_allow_love,agree,på twitter:,stenge for,sv
624,Ap-profil på twitter: vil stenge for oljeboring i Nord,Ap,neutral,not_allow_love,agree,på twitter:,stenge for,ap
625,Sp-profil på twitter: vil stenge for oljeboring i Nord,Sp,neutral,not_allow_love,agree,på twitter:,stenge for,sp
626,Mdg-profil på twitter: vil stenge for oljeboring i Nord,Mdg,neutral,not_allow_love,agree,på twitter:,stenge for,mdg
627,Venstre-profil på twitter: vil stenge for oljeboring i Nord,Venstre,neutral,not_allow_love,agree,på twitter:,stenge for,v
628,Krf-profil på twitter: vil stenge for oljeboring i Nord,Krf,neutral,not_allow_love,agree,på twitter:,stenge for,krf
629,Høyre-profil på twitter: vil stenge for oljeboring i Nord,Høyre,neutral,not_allow_love,agree,på twitter:,stenge for,h
630,Frp-profil på twitter: vil stenge for oljeboring i Nord,Frp,neutral,not_allow_love,agree,på twitter:,stenge for,frp
631,Rødt-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Rødt,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,rodt
632,Sv-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Sv,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,sv
633,Ap-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Ap,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,ap
634,Sp-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Sp,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,sp
635,Mdg-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Mdg,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,mdg
636,Venstre-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Venstre,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,v
637,Krf-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Krf,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,krf
638,Høyre-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Høyre,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,h
639,Frp-profil blir latterligjort etter twittermelding – vil stenge for oljeboring i Nord,Frp,negative,not_allow_love,agree,blir latterligjort etter twittermelding –,stenge for,frp
640,Rødt-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Rødt,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,rodt
641,Sv-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Sv,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,sv
642,Ap-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Ap,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,ap
643,Sp-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Sp,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,sp
644,Mdg-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Mdg,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,mdg
645,Venstre-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Venstre,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,v
646,Krf-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Krf,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,krf
647,Høyre-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Høyre,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,h
648,Frp-profil blir hedret etter twittermelding – vil stenge for oljeboring i Nord,Frp,positive,not_allow_love,agree,blir hedret etter twittermelding –,stenge for,frp
649,Rødt-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Rødt,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,rodt
650,Sv-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Sv,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,sv
651,Ap-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Ap,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,ap
652,Sp-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Sp,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,sp
653,Mdg-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Mdg,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,mdg
654,Venstre-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Venstre,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,v
655,Krf-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Krf,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,krf
656,Høyre-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Høyre,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,h
657,Frp-politiker på Facebook: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Frp,neutral,eq_rights,disagree,på Facebook:,MÅ IKKE,frp
658,Rødt-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Rødt,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,rodt
659,Sv-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Sv,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,sv
660,Ap-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Ap,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,ap
661,Sp-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Sp,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,sp
662,Mdg-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Mdg,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,mdg
663,Venstre-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Venstre,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,v
664,Krf-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Krf,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,krf
665,Høyre-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Høyre,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,h
666,Frp-politiker får kritikk etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Frp,negative,eq_rights,disagree,får kritikk etter facebook-status:,MÅ IKKE,frp
667,Rødt-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Rødt,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,rodt
668,Sv-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Sv,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,sv
669,Ap-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Ap,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,ap
670,Sp-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Sp,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,sp
671,Mdg-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Mdg,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,mdg
672,Venstre-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Venstre,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,v
673,Krf-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Krf,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,krf
674,Høyre-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Høyre,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,h
675,Frp-politiker får ros etter facebook-status: «Homofile par MÅ IKKE få like rettigheter som heterofile»,Frp,positive,eq_rights,disagree,får ros etter facebook-status:,MÅ IKKE,frp
676,Rødt-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Rødt,neutral,eq_rights,agree,på Facebook:,MÅ,rodt
677,Sv-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Sv,neutral,eq_rights,agree,på Facebook:,MÅ,sv
678,Ap-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Ap,neutral,eq_rights,agree,på Facebook:,MÅ,ap
679,Sp-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Sp,neutral,eq_rights,agree,på Facebook:,MÅ,sp
680,Mdg-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Mdg,neutral,eq_rights,agree,på Facebook:,MÅ,mdg
681,Venstre-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Venstre,neutral,eq_rights,agree,på Facebook:,MÅ,v
682,Krf-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Krf,neutral,eq_rights,agree,på Facebook:,MÅ,krf
683,Høyre-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Høyre,neutral,eq_rights,agree,på Facebook:,MÅ,h
684,Frp-politiker på Facebook: «Homofile par MÅ få like rettigheter som heterofile»,Frp,neutral,eq_rights,agree,på Facebook:,MÅ,frp
685,Rødt-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Rødt,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,rodt
686,Sv-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Sv,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,sv
687,Ap-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Ap,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,ap
688,Sp-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Sp,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,sp
689,Mdg-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Mdg,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,mdg
690,Venstre-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Venstre,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,v
691,Krf-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Krf,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,krf
692,Høyre-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Høyre,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,h
693,Frp-politiker får kritikk etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Frp,negative,eq_rights,agree,får kritikk etter facebook-status:,MÅ,frp
694,Rødt-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Rødt,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,rodt
695,Sv-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Sv,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,sv
696,Ap-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Ap,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,ap
697,Sp-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Sp,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,sp
698,Mdg-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Mdg,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,mdg
699,Venstre-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Venstre,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,v
700,Krf-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Krf,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,krf
701,Høyre-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Høyre,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,h
702,Frp-politiker får ros etter facebook-status: «Homofile par MÅ få like rettigheter som heterofile»,Frp,positive,eq_rights,agree,får ros etter facebook-status:,MÅ,frp
703,Rødt-politiker med homofientlig lovforslag,Rødt,neutral,eq_rights,disagree,med,homofientlig,rodt
704,Sv-politiker med homofientlig lovforslag,Sv,neutral,eq_rights,disagree,med,homofientlig,sv
705,Ap-politiker med homofientlig lovforslag,Ap,neutral,eq_rights,disagree,med,homofientlig,ap
706,Sp-politiker med homofientlig lovforslag,Sp,neutral,eq_rights,disagree,med,homofientlig,sp
707,Mdg-politiker med homofientlig lovforslag,Mdg,neutral,eq_rights,disagree,med,homofientlig,mdg
708,Venstre-politiker med homofientlig lovforslag,Venstre,neutral,eq_rights,disagree,med,homofientlig,v
709,Krf-politiker med homofientlig lovforslag,Krf,neutral,eq_rights,disagree,med,homofientlig,krf
710,Høyre-politiker med homofientlig lovforslag,Høyre,neutral,eq_rights,disagree,med,homofientlig,h
711,Frp-politiker med homofientlig lovforslag,Frp,neutral,eq_rights,disagree,med,homofientlig,frp
712,Rødt-politiker hudflettes etter homofientlig lovforslag,Rødt,negative,eq_rights,disagree,hudflettes etter,homofientlig,rodt
713,Sv-politiker hudflettes etter homofientlig lovforslag,Sv,negative,eq_rights,disagree,hudflettes etter,homofientlig,sv
714,Ap-politiker hudflettes etter homofientlig lovforslag,Ap,negative,eq_rights,disagree,hudflettes etter,homofientlig,ap
715,Sp-politiker hudflettes etter homofientlig lovforslag,Sp,negative,eq_rights,disagree,hudflettes etter,homofientlig,sp
716,Mdg-politiker hudflettes etter homofientlig lovforslag,Mdg,negative,eq_rights,disagree,hudflettes etter,homofientlig,mdg
717,Venstre-politiker hudflettes etter homofientlig lovforslag,Venstre,negative,eq_rights,disagree,hudflettes etter,homofientlig,v
718,Krf-politiker hudflettes etter homofientlig lovforslag,Krf,negative,eq_rights,disagree,hudflettes etter,homofientlig,krf
719,Høyre-politiker hudflettes etter homofientlig lovforslag,Høyre,negative,eq_rights,disagree,hudflettes etter,homofientlig,h
720,Frp-politiker hudflettes etter homofientlig lovforslag,Frp,negative,eq_rights,disagree,hudflettes etter,homofientlig,frp
721,Rødt-politiker lovprises etter homofientlig lovforslag,Rødt,positive,eq_rights,disagree,lovprises etter,homofientlig,rodt
722,Sv-politiker lovprises etter homofientlig lovforslag,Sv,positive,eq_rights,disagree,lovprises etter,homofientlig,sv
723,Ap-politiker lovprises etter homofientlig lovforslag,Ap,positive,eq_rights,disagree,lovprises etter,homofientlig,ap
724,Sp-politiker lovprises etter homofientlig lovforslag,Sp,positive,eq_rights,disagree,lovprises etter,homofientlig,sp
725,Mdg-politiker lovprises etter homofientlig lovforslag,Mdg,positive,eq_rights,disagree,lovprises etter,homofientlig,mdg
726,Venstre-politiker lovprises etter homofientlig lovforslag,Venstre,positive,eq_rights,disagree,lovprises etter,homofientlig,v
727,Krf-politiker lovprises etter homofientlig lovforslag,Krf,positive,eq_rights,disagree,lovprises etter,homofientlig,krf
728,Høyre-politiker lovprises etter homofientlig lovforslag,Høyre,positive,eq_rights,disagree,lovprises etter,homofientlig,h
729,Frp-politiker lovprises etter homofientlig lovforslag,Frp,positive,eq_rights,disagree,lovprises etter,homofientlig,frp
730,Rødt-politiker med homovennlig lovforslag,Rødt,neutral,eq_rights,agree,med,homovennlig,rodt
731,Sv-politiker med homovennlig lovforslag,Sv,neutral,eq_rights,agree,med,homovennlig,sv
732,Ap-politiker med homovennlig lovforslag,Ap,neutral,eq_rights,agree,med,homovennlig,ap
733,Sp-politiker med homovennlig lovforslag,Sp,neutral,eq_rights,agree,med,homovennlig,sp
734,Mdg-politiker med homovennlig lovforslag,Mdg,neutral,eq_rights,agree,med,homovennlig,mdg
735,Venstre-politiker med homovennlig lovforslag,Venstre,neutral,eq_rights,agree,med,homovennlig,v
736,Krf-politiker med homovennlig lovforslag,Krf,neutral,eq_rights,agree,med,homovennlig,krf
737,Høyre-politiker med homovennlig lovforslag,Høyre,neutral,eq_rights,agree,med,homovennlig,h
738,Frp-politiker med homovennlig lovforslag,Frp,neutral,eq_rights,agree,med,homovennlig,frp
739,Rødt-politiker hudflettes etter homovennlig lovforslag,Rødt,negative,eq_rights,agree,hudflettes etter,homovennlig,rodt
740,Sv-politiker hudflettes etter homovennlig lovforslag,Sv,negative,eq_rights,agree,hudflettes etter,homovennlig,sv
741,Ap-politiker hudflettes etter homovennlig lovforslag,Ap,negative,eq_rights,agree,hudflettes etter,homovennlig,ap
742,Sp-politiker hudflettes etter homovennlig lovforslag,Sp,negative,eq_rights,agree,hudflettes etter,homovennlig,sp
743,Mdg-politiker hudflettes etter homovennlig lovforslag,Mdg,negative,eq_rights,agree,hudflettes etter,homovennlig,mdg
744,Venstre-politiker hudflettes etter homovennlig lovforslag,Venstre,negative,eq_rights,agree,hudflettes etter,homovennlig,v
745,Krf-politiker hudflettes etter homovennlig lovforslag,Krf,negative,eq_rights,agree,hudflettes etter,homovennlig,krf
746,Høyre-politiker hudflettes etter homovennlig lovforslag,Høyre,negative,eq_rights,agree,hudflettes etter,homovennlig,h
747,Frp-politiker hudflettes etter homovennlig lovforslag,Frp,negative,eq_rights,agree,hudflettes etter,homovennlig,frp
748,Rødt-politiker lovprises etter homovennlig lovforslag,Rødt,positive,eq_rights,agree,lovprises etter,homovennlig,rodt
749,Sv-politiker lovprises etter homovennlig lovforslag,Sv,positive,eq_rights,agree,lovprises etter,homovennlig,sv
750,Ap-politiker lovprises etter homovennlig lovforslag,Ap,positive,eq_rights,agree,lovprises etter,homovennlig,ap
751,Sp-politiker lovprises etter homovennlig lovforslag,Sp,positive,eq_rights,agree,lovprises etter,homovennlig,sp
752,Mdg-politiker lovprises etter homovennlig lovforslag,Mdg,positive,eq_rights,agree,lovprises etter,homovennlig,mdg
753,Venstre-politiker lovprises etter homovennlig lovforslag,Venstre,positive,eq_rights,agree,lovprises etter,homovennlig,v
754,Krf-politiker lovprises etter homovennlig lovforslag,Krf,positive,eq_rights,agree,lovprises etter,homovennlig,krf
755,Høyre-politiker lovprises etter homovennlig lovforslag,Høyre,positive,eq_rights,agree,lovprises etter,homovennlig,h
756,Frp-politiker lovprises etter homovennlig lovforslag,Frp,positive,eq_rights,agree,lovprises etter,homovennlig,frp
