"rsp_id","rsp_age","rsp_allow_priv","rsp_education","rsp_eq_rights","rsp_gender","rsp_like_ap","rsp_like_frp","rsp_like_h","rsp_like_krf","rsp_like_mdg","rsp_like_rodt","rsp_like_sp","rsp_like_sv","rsp_like_v","rsp_lower_taxes","rsp_mobile","rsp_not_allow_love","rsp_political_interest","rsp_priv_better","rsp_reduce_ineq","rsp_ref_social_rights","rsp_rel_div_good","rsp_would_vote_party","rsp_polint","rsp_polside"
1007406,4,NA,2,NA,"Female",6,1,3,3,5,4,4,5,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007407,3,NA,3,NA,"Female",5,1,6,4,4,1,3,2,5,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007408,6,NA,3,NA,"Male",6,2,1,7,6,3,5,5,4,NA,0,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1007409,6,NA,2,NA,"Female",7,2,4,4,4,4,4,4,4,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007410,6,NA,3,NA,"Female",5,4,5,5,5,5,4,4,5,NA,NA,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1007411,4,NA,2,NA,"Female",5,4,4,5,4,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007412,6,NA,2,NA,"Male",6,5,5,4,2,2,6,2,3,NA,0,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1007413,5,NA,3,NA,"Female",3,2,5,6,5,2,5,3,3,NA,NA,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1007414,5,NA,2,NA,"Male",5,5,5,4,5,4,3,4,3,NA,NA,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1007415,3,NA,2,NA,"Male",7,4,4,5,5,5,5,6,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007416,4,NA,2,NA,"Female",6,2,1,2,6,6,3,6,3,NA,NA,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1007417,5,NA,1,NA,"Female",4,4,3,5,NA,4,6,3,2,NA,0,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1007418,1,NA,2,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"Not interested in politics",NA
1007419,4,NA,2,NA,"Female",6,1,3,5,4,4,4,5,3,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007420,3,NA,2,NA,"Male",7,1,3,2,4,3,3,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007421,5,NA,3,NA,"Female",5,1,2,1,5,5,1,5,5,NA,NA,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1007422,3,NA,3,NA,"Male",3,3,6,6,4,1,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,4,"Interested in politics",NA
1007423,3,NA,1,NA,"Male",4,3,4,3,5,3,4,5,5,NA,NA,NA,2,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1007424,5,NA,2,NA,"Male",2,2,3,2,2,1,1,2,1,NA,0,NA,5,NA,NA,NA,NA,10,"Interested in politics",NA
1007425,4,NA,2,NA,"Female",5,6,6,2,3,3,2,2,4,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007426,3,NA,3,NA,"Male",6,4,6,4,4,3,4,3,4,NA,1,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007427,2,NA,2,NA,"Male",4,5,6,6,4,2,4,3,3,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007428,1,NA,1,NA,"Male",6,2,3,4,6,6,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007429,3,NA,3,NA,"Male",6,3,5,3,6,5,4,5,4,NA,NA,NA,3,NA,NA,NA,NA,7,"Not interested in politics",NA
1007430,2,NA,3,NA,"Male",3,7,5,3,3,1,1,2,2,NA,0,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1007431,6,NA,3,NA,"Male",4,6,6,2,1,1,2,1,2,NA,NA,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007432,5,NA,2,NA,"Male",2,5,6,1,4,1,3,2,3,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007433,6,NA,3,NA,"Male",5,2,4,4,5,4,5,5,6,NA,0,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1007434,3,NA,2,NA,"Male",6,6,5,1,2,2,1,2,2,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007435,5,NA,2,NA,"Female",5,5,5,4,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007436,2,NA,3,NA,"Male",7,2,2,3,3,4,4,4,4,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007437,5,NA,2,NA,"Female",4,3,3,3,1,1,1,1,1,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007438,3,NA,3,NA,"Female",4,2,4,6,6,5,4,3,4,NA,1,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1007439,6,NA,3,NA,"Male",5,4,6,5,5,5,2,5,4,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007440,2,NA,3,NA,"Female",4,4,6,4,4,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007441,2,NA,3,NA,"Male",5,5,5,2,2,4,4,2,5,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007442,2,NA,3,NA,"Female",4,4,4,4,5,4,5,4,5,NA,NA,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1007443,5,NA,3,NA,"Female",4,2,6,6,2,2,2,2,6,NA,NA,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1007444,2,NA,3,NA,"Female",5,3,4,3,6,3,4,4,4,NA,1,NA,2,NA,NA,NA,NA,7,"Not interested in politics",NA
1007445,6,NA,1,NA,"Female",4,7,6,4,1,2,3,1,3,NA,NA,NA,4,NA,NA,NA,NA,NA,"Interested in politics",NA
1007446,5,NA,3,NA,"Female",6,3,5,4,5,5,5,5,5,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007447,6,NA,2,NA,"Female",6,1,3,4,6,5,4,6,4,NA,0,NA,5,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1007448,6,NA,3,NA,"Male",3,5,6,3,4,2,6,3,5,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007449,5,NA,2,NA,"Female",5,5,6,5,3,4,4,4,5,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007450,2,NA,3,NA,"Female",6,6,5,6,5,NA,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007451,3,NA,2,NA,"Male",2,3,4,4,4,4,4,3,4,NA,NA,NA,3,NA,NA,NA,NA,10,"Not interested in politics",NA
1007452,1,NA,2,NA,"Male",1,7,6,3,1,1,2,1,1,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007453,3,NA,3,NA,"Female",5,3,3,4,4,5,4,4,5,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007454,6,NA,3,NA,"Male",6,1,5,3,5,3,4,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007455,1,NA,2,NA,"Male",5,3,5,5,3,3,4,4,6,NA,NA,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1007456,1,NA,3,NA,"Female",6,1,3,2,7,4,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1007457,5,NA,2,NA,"Female",NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1007458,5,NA,1,NA,"Female",7,4,2,2,1,1,2,1,1,NA,0,NA,NA,NA,NA,NA,NA,8,NA,"Respondents on
the left"
1007459,5,NA,3,NA,"Male",6,2,3,5,5,5,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007460,2,NA,3,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007461,3,NA,NA,NA,"Female",4,4,4,4,4,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007462,2,NA,2,NA,"Male",5,1,2,3,7,7,5,6,5,NA,NA,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1007463,1,NA,2,NA,"Male",5,3,3,2,6,3,4,5,7,NA,NA,NA,5,NA,NA,NA,NA,4,"Interested in politics",NA
1007464,7,NA,3,NA,"Female",3,4,6,4,1,1,4,2,5,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007465,6,NA,3,NA,"Male",5,1,3,3,6,5,3,5,5,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1007466,2,NA,3,NA,"Female",NA,NA,NA,5,6,NA,NA,6,NA,NA,0,NA,4,NA,NA,NA,NA,11,"Interested in politics",NA
1007467,4,NA,3,NA,"Male",4,1,2,2,2,2,2,2,2,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007468,2,NA,1,NA,"Female",6,1,1,3,4,4,5,4,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007469,4,NA,3,NA,"Female",6,3,5,4,5,6,4,6,4,NA,NA,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1007470,5,NA,NA,NA,"Male",NA,7,NA,NA,NA,4,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007471,7,NA,3,NA,"Male",3,3,6,3,1,1,1,1,3,NA,1,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007472,6,NA,1,NA,"Male",5,1,2,1,4,6,4,5,2,NA,0,NA,4,NA,NA,NA,NA,9,"Interested in politics","Respondents on
the left"
1007473,3,NA,3,NA,"Female",2,6,6,2,1,1,3,1,2,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007474,5,NA,3,NA,"Female",7,1,2,2,5,5,3,6,3,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007475,1,NA,3,NA,"Male",5,1,3,3,6,5,4,6,5,NA,NA,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1007476,2,NA,2,NA,"Female",5,NA,3,2,5,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007477,4,NA,3,NA,"Male",5,4,7,3,4,1,3,3,5,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007478,6,NA,NA,NA,"Male",4,4,6,5,3,1,3,1,2,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007479,5,NA,1,NA,"Female",5,5,2,2,1,2,5,3,1,NA,1,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007480,5,NA,2,NA,"Male",4,5,6,2,2,1,2,1,4,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007481,6,NA,2,NA,"Male",6,3,3,3,3,2,6,3,2,NA,0,NA,4,NA,NA,NA,NA,6,"Interested in politics",NA
1007482,3,NA,3,NA,"Male",3,3,6,5,3,1,3,2,5,NA,NA,NA,5,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1007483,4,NA,2,NA,"Male",1,6,5,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007484,3,NA,3,NA,"Male",5,2,5,4,3,3,4,3,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007485,4,NA,3,NA,"Female",3,3,5,6,3,2,3,2,5,NA,0,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1007486,3,NA,3,NA,"Female",5,1,3,5,5,5,4,6,5,NA,0,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1007487,5,NA,2,NA,"Male",6,2,2,2,4,1,2,1,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007488,2,NA,2,NA,"Female",6,1,1,2,3,5,4,6,1,NA,1,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007489,5,NA,1,NA,"Female",6,1,2,5,5,5,5,5,1,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007490,2,NA,3,NA,"Male",6,1,2,3,7,7,5,5,3,NA,NA,NA,3,NA,NA,NA,NA,9,"Not interested in politics","Respondents on
the left"
1007491,5,NA,3,NA,"Male",6,1,3,5,3,1,3,5,4,NA,0,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007492,5,NA,3,NA,"Male",3,5,5,5,2,4,2,1,3,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007493,3,NA,3,NA,"Male",5,2,3,3,4,3,5,3,2,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007494,3,NA,2,NA,"Male",6,6,3,5,2,1,2,1,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007495,5,NA,3,NA,"Male",6,2,2,2,5,4,3,6,2,NA,NA,NA,5,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1007496,5,NA,3,NA,"Male",2,2,3,2,2,1,1,1,1,NA,NA,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1007497,1,NA,NA,NA,"Female",4,4,4,4,4,4,4,4,4,NA,1,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007498,3,NA,3,NA,"Female",6,1,5,5,5,5,5,5,7,NA,0,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1007499,1,NA,2,NA,"Male",1,1,1,3,4,4,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,12,"Interested in politics",NA
1007500,5,NA,2,NA,"Male",4,6,5,4,3,4,4,3,4,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1007501,5,NA,3,NA,"Male",5,2,3,3,6,5,5,5,5,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1007502,2,NA,NA,NA,"Male",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,10,"Not interested in politics",NA
1007503,1,NA,NA,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1007504,4,NA,2,NA,"Male",2,6,6,2,1,1,2,2,2,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007505,5,NA,2,NA,"Male",5,5,4,3,1,3,5,3,1,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007506,4,NA,3,NA,"Female",6,1,2,3,5,3,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007507,3,NA,2,NA,"Male",5,3,5,4,3,2,5,2,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007508,3,NA,3,NA,"Female",6,5,4,6,2,5,4,4,5,NA,1,NA,2,NA,NA,NA,NA,1,"Not interested in politics",NA
1007509,4,NA,1,NA,"Female",6,2,1,1,2,1,1,1,1,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007510,5,NA,3,NA,"Male",7,3,2,3,6,2,3,4,3,NA,0,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007511,5,NA,3,NA,"Female",7,1,5,5,4,4,5,6,6,NA,0,NA,3,NA,NA,NA,NA,11,"Not interested in politics",NA
1007512,3,NA,3,NA,"Female",6,2,3,2,4,2,4,4,4,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007513,6,NA,3,NA,"Male",4,2,3,7,6,3,5,5,4,NA,NA,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1007514,2,NA,3,NA,"Female",6,2,6,4,4,3,5,3,6,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1007515,5,NA,3,NA,"Female",5,4,5,3,4,4,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1007516,6,NA,1,NA,"Female",6,3,5,5,5,1,5,3,3,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007517,1,NA,2,NA,"Female",7,5,5,4,7,5,6,5,5,NA,NA,NA,3,NA,NA,NA,NA,7,"Not interested in politics",NA
1007518,3,NA,3,NA,"Female",5,2,5,5,3,3,4,3,6,NA,0,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1007519,5,NA,2,NA,"Female",2,7,5,2,1,1,3,1,1,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007520,4,NA,3,NA,"Male",4,3,5,1,1,1,2,3,3,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007521,2,NA,1,NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,"Not interested in politics",NA
1007522,2,NA,3,NA,"Female",5,2,3,4,5,4,5,5,4,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007523,1,NA,2,NA,"Female",6,4,5,4,3,6,5,4,4,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007524,3,NA,3,NA,"Female",6,1,5,5,5,3,4,5,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007525,1,NA,1,NA,"Male",6,3,5,4,6,5,4,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007526,4,NA,3,NA,"Male",3,5,5,4,3,2,4,4,3,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007527,6,NA,3,NA,"Male",5,1,2,4,3,4,4,4,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007528,1,NA,2,NA,"Female",4,1,1,1,6,6,3,6,5,NA,NA,NA,5,NA,NA,NA,NA,7,"Interested in politics",NA
1007529,5,NA,1,NA,"Male",6,2,6,4,3,1,3,2,3,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007530,5,NA,2,NA,"Male",5,5,5,7,2,1,7,2,5,NA,0,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1007531,2,NA,3,NA,"Female",5,1,3,1,5,4,4,4,3,NA,0,NA,4,NA,NA,NA,NA,7,"Interested in politics",NA
1007532,6,NA,3,NA,"Male",4,7,5,1,1,1,1,1,1,NA,0,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007533,4,NA,2,NA,"Female",6,2,6,4,4,2,4,4,6,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007534,2,NA,3,NA,"Male",3,5,6,5,4,1,4,2,4,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007535,4,NA,2,NA,"Female",6,2,5,3,3,3,3,NA,3,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007536,4,NA,2,NA,"Female",6,1,5,5,4,4,7,4,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007537,1,NA,2,NA,"Female",6,1,3,5,2,2,4,4,4,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007538,1,NA,1,NA,"Male",4,2,3,2,4,4,4,4,4,NA,1,NA,4,NA,NA,NA,NA,10,"Interested in politics",NA
1007539,4,NA,2,NA,"Female",5,6,5,3,4,4,4,4,4,NA,NA,NA,2,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007540,5,NA,NA,NA,"Female",5,3,5,6,3,3,5,3,2,NA,0,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1007541,4,NA,NA,NA,"Female",5,5,6,4,3,4,3,4,4,NA,NA,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007542,4,NA,3,NA,"Female",6,4,5,4,5,5,5,5,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007543,3,NA,3,NA,"Male",5,2,3,2,2,2,3,2,4,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007544,6,NA,3,NA,"Male",4,2,5,4,5,2,5,3,6,NA,NA,NA,4,NA,NA,NA,NA,4,"Interested in politics",NA
1007545,3,NA,2,NA,"Female",3,1,2,3,4,5,4,4,4,NA,NA,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1007546,5,NA,3,NA,"Female",3,3,3,7,5,2,5,1,5,NA,0,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1007547,3,NA,2,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,11,"Not interested in politics",NA
1007548,3,NA,3,NA,"Female",4,4,4,4,3,4,3,3,4,NA,NA,NA,3,NA,NA,NA,NA,12,"Not interested in politics",NA
1007549,5,NA,3,NA,"Male",6,1,3,5,5,2,5,2,5,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007550,5,NA,1,NA,"Male",NA,6,6,3,3,2,4,3,3,NA,NA,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007551,5,NA,3,NA,"Female",5,4,6,2,3,2,3,2,1,NA,NA,NA,3,NA,NA,NA,NA,3,"Not interested in politics","Respondents on
the right"
1007552,2,NA,3,NA,"Male",7,2,3,4,5,5,5,5,5,NA,NA,NA,5,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007553,2,NA,3,NA,"Male",4,1,2,5,6,3,5,2,5,NA,NA,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1007554,5,NA,1,NA,"Female",5,2,5,6,4,2,4,NA,5,NA,0,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1007555,1,NA,1,NA,"Male",2,4,3,4,4,3,4,4,3,NA,NA,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007556,5,NA,3,NA,"Female",5,1,3,3,6,4,4,2,7,NA,NA,NA,3,NA,NA,NA,NA,4,"Not interested in politics",NA
1007557,7,NA,3,NA,"Male",5,3,5,5,2,1,5,2,3,NA,0,NA,4,NA,NA,NA,NA,1,"Interested in politics",NA
1007558,1,NA,1,NA,"Female",6,1,3,3,5,3,3,5,4,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007559,6,NA,1,NA,"Female",6,1,2,3,1,1,3,1,3,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007560,6,NA,NA,NA,"Female",3,5,5,3,2,4,5,1,2,NA,NA,NA,3,NA,NA,NA,NA,6,"Not interested in politics",NA
1007561,6,NA,3,NA,"Female",6,1,3,3,5,5,5,5,3,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007562,4,NA,2,NA,"Male",3,5,5,7,4,4,4,4,3,NA,NA,NA,3,NA,NA,NA,NA,1,"Not interested in politics",NA
1007563,3,NA,3,NA,"Female",5,1,3,3,5,4,4,6,5,NA,0,NA,5,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1007564,6,NA,2,NA,"Male",3,6,6,2,2,1,3,1,1,NA,0,NA,3,NA,NA,NA,NA,2,"Not interested in politics","Respondents on
the right"
1007565,2,NA,3,NA,"Female",7,1,4,2,3,3,4,3,6,NA,1,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007567,6,NA,1,NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,10,"Not interested in politics",NA
1007569,3,NA,3,NA,"Female",6,1,5,5,5,5,3,6,5,NA,1,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007570,3,NA,2,NA,"Male",6,2,3,4,3,4,4,4,5,NA,NA,NA,2,NA,NA,NA,NA,11,"Not interested in politics",NA
1007571,5,NA,3,NA,"Male",6,2,6,5,4,1,4,2,5,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007572,6,NA,2,NA,"Male",3,1,3,5,4,4,3,5,4,NA,0,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1007573,4,NA,3,NA,"Male",3,7,4,4,2,5,3,5,3,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
1007574,1,NA,2,NA,"Male",4,1,3,3,5,4,3,6,4,NA,1,NA,4,NA,NA,NA,NA,5,"Interested in politics","Respondents on
the left"
1007575,3,NA,3,NA,"Male",4,1,3,4,4,4,1,4,4,NA,0,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007576,6,NA,3,NA,"Male",6,1,2,5,4,3,5,2,2,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007577,6,NA,3,NA,"Male",6,2,3,2,3,5,5,5,3,NA,0,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007578,7,NA,2,NA,"Male",3,6,7,5,2,2,5,2,5,NA,0,NA,5,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007579,5,NA,1,NA,"Female",6,1,2,5,4,2,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007580,5,NA,3,NA,"Male",6,2,3,5,5,4,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,8,"Not interested in politics","Respondents on
the left"
1007581,4,NA,3,NA,"Male",5,5,6,3,2,4,3,4,2,NA,0,NA,4,NA,NA,NA,NA,2,"Interested in politics","Respondents on
the right"
1007582,6,NA,3,NA,"Female",5,3,3,4,5,3,4,5,5,NA,NA,NA,3,NA,NA,NA,NA,5,"Not interested in politics","Respondents on
the left"
1007583,3,NA,3,NA,"Male",6,1,3,4,3,3,5,4,3,NA,0,NA,4,NA,NA,NA,NA,8,"Interested in politics","Respondents on
the left"
1007584,4,NA,2,NA,"Male",3,5,4,2,1,1,1,1,2,NA,0,NA,4,NA,NA,NA,NA,3,"Interested in politics","Respondents on
the right"
